Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
004000,SAMSUNG FINE CHEM,032001,Manufacture of Basic Chemicals,"25,800,000","129,000,000,000","5,000",KRW,695
010140,SAMSUNG HVY IND,033101,Building of Ships and Boats,"230,875,386","1,154,951,155,000","5,000",KRW,971
032830,SAMSUNG LIFE,116501,Insurance,"200,000,000","100,000,000,000",500,KRW,336
001360,SAMSUNG PHARM,032102,Manufacture of Medicaments,"26,314,886","13,157,443,000",500,KRW,1863
068290,SAMSUNG PUBLISHING,105801,"Publishing of Books, Magazines and Other Publications","10,000,000","5,000,000,000",500,KRW,851
006400,SAMSUNG SDI,032802,Manufacture of Primary Cells and Batteries and Accumulators,"68,764,530","356,712,130,000","5,000",KRW,658
018260,SAMSUNG SDS,106201,"Computer programming, System Integration and Management Services","77,377,800","38,688,900,000",500,KRW,288
016360,SAMSUNG SECU,116601,Activities Auxiliary to Financial Service Activities,"76,435,165","394,153,905,000","5,000",KRW,318
031330,SAMT,074605,Wholesale of Machinery Equipment and Supplies,"79,996,594","39,998,297,000",500,KRW,726
001820,SAMWHA CAPACITOR,032602,Manufacture of Electronic Components,"10,395,000","10,395,000,000","1,000",KRW,1193
011230,SAMWHA ELEC,032605,Manufacture of Electronic Video and Audio Equipment,"11,617,800","11,617,800,000","1,000",KRW,962
009470,SAMWHA ELEC,032602,Manufacture of Electronic Components,"6,613,820","6,613,820,000","1,000",KRW,314
013700,SAMWHAN CAMUS,064101,Building Construction,"4,515,228","22,576,140,000","5,000",KRW,950
023000,SAMWONSTEEL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"40,000,000","20,000,000,000",500,KRW,706
003230,SAMYANG FOOD,031007,Manufacture of Other Food Products,"7,533,015","37,665,075,000","5,000",KRW,497
003940,SAMYANG GENEX,031007,Manufacture of Other Food Products,"1,905,907","10,387,970,000","5,000",KRW,703
002170,SAMYANGTONGSANG,031501,"Manufacture of Luggage, Footwear and Similar Products","3,000,000","15,000,000,000","5,000",KRW,1224
003720,SAMYOUNG CHEM,032202,Manufacture of Plastic Products,"34,000,000","17,000,000,000",500,KRW,675
005680,SAMYOUNG ELEC,032602,Manufacture of Electronic Components,"20,000,000","10,000,000,000",500,KRW,1288
002810,SAMYUNG TRDG,074607,Other Specialized Wholesale,"16,466,623","8,233,311,500",500,KRW,477
041650,SANGSIN BRAKE,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"21,471,450","10,735,725,000",500,KRW,222
091580,SANGSINEDP,032802,Manufacture of Primary Cells and Batteries and Accumulators,"11,295,050","5,647,525,000",500,KRW,55
016100,SANSUNG L&S,032004,Manufacture of Other Chemical Products,"17,939,517","8,969,758,500",500,KRW,727
158300,SAT,032902,Manufacture of Special-Purpose Machinery,"3,210,000","1,605,000,000",500,KRW,1563
060540,SAT,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","17,870,906","8,935,453,000",500,KRW,69
067830,SAVEZONEI&C,074701,Retail Sale in Non-Specialized Stores,"41,040,895","41,040,895,000","1,000",KRW,1645
950110,SBI AXES,105802,Software Development and Supply,"21,365,400",0,0,JPY,1565
019550,SBI Investment KOREA,116402,Investment Companies,"162,066,575","83,533,287,500",500,KRW,445
027580,SBK,032602,Manufacture of Electronic Components,"21,647,587","10,823,793,500",500,KRW,1721
034120,SBS,106002,Television Broadcasting,"18,252,582","91,262,910,000","5,000",KRW,203
046140,SBS Contents Hub,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","21,463,555","10,731,777,500",500,KRW,243
101060,SBS Media Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","139,896,190","69,948,095,000",500,KRW,549
102280,SBW,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","92,124,213","46,062,106,500",500,KRW,450
023960,SC ENGINEERING,064102,Heavy Construction,"10,176,982","5,088,491,000",500,KRW,1045
080470,SCAutotech,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"7,300,000","3,650,000,000",500,KRW,773
042110,SCD,032805,Manufacture of Domestic Appliances,"48,329,564","24,164,782,000",500,KRW,225
000250,SCD,032102,Manufacture of Medicaments,"21,052,907","10,526,453,500",500,KRW,367
000180,SCE Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","5,775,160","30,000,000,000","5,000",KRW,871
036120,SCI,147509,Other Business Support Services,"35,500,000","17,750,000,000",500,KRW,1354
010960,SDC,064201,Site Preparation and Special Trade Construction for Civil Engineering and Buildings,"25,000,000","12,500,000,000",500,KRW,1197
099220,SDN,074605,Wholesale of Machinery Equipment and Supplies,"29,945,936","14,972,968,000",500,KRW,1311
121890,SDSYSTEM,032602,Manufacture of Electronic Components,"3,800,000","1,900,000,000",500,KRW,383
001430,SEAH BESTEEL,032401,Manufacture of Basic Iron and Steel,"35,862,119","219,310,595,000","5,000",KRW,1202
058650,SEAH HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","4,000,000","20,000,000,000","5,000",KRW,99
003030,SEAH STL,032401,Manufacture of Basic Iron and Steel,"6,000,000","30,000,000,000","5,000",KRW,300
004360,SEBANG,084903,Road Freight Transport,"19,308,690","11,498,970,000",500,KRW,674
011560,SEBO MEC,064202,Building Installation,"10,530,000","5,265,000,000",500,KRW,802
131090,SECUVE,105802,Software Development and Supply,"6,200,000","3,100,000,000",500,KRW,1758
096530,SEEGENE,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"26,224,732","13,112,366,000",500,KRW,1266
099830,SEG,106201,"Computer programming, System Integration and Management Services","36,407,946","18,203,973,000",500,KRW,1238
158310,SEHO ROBOT,032902,Manufacture of Special-Purpose Machinery,"4,221,000","2,110,500,000",500,KRW,1562
080440,SEJIN ELECTRON,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"18,853,956","9,426,978,000",500,KRW,468
067770,SEJINTS,032602,Manufacture of Electronic Components,"8,396,593","4,198,296,500",500,KRW,1644
033530,"SEJONG IND. CO.,LTD",033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"20,054,430","10,027,215,000",500,KRW,345
036630,SEJONG TELECOM,106102,Telecommunications,"200,326,126","100,163,063,000",500,KRW,718
039310,SEJOONG,147502,Activities of Travel Agencies and Tour Operators and Tourist Assistance Activities,"18,121,667","9,060,833,500",500,KRW,1320
053450,SEKONIX,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","7,792,420","3,896,210,000",500,KRW,1339
007540,SEMPIO FOODS,031007,Manufacture of Other Food Products,"4,444,000","4,444,000,000","1,000",KRW,270
100660,SEOAM MACHINERY,032901,Manufacture of General Purpose Machinery,"12,600,000","6,300,000,000",500,KRW,944
035890,SEOHEE CONSTRUCTION,064101,Building Construction,"159,937,200","79,968,600,000",500,KRW,1477
033790,SEOHWA,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,411,400","5,705,700,000",500,KRW,340
007610,SEONDO ELEC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","18,000,000","9,000,000,000",500,KRW,608
011300,SEONGAN,031302,Weaving of Textiles and Manufacture of Textile Products,"56,857,860","28,428,930,000",500,KRW,930
017390,SEOUL CTY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","5,000,000","35,000,000,000","5,000",KRW,1787
004410,SEOUL FOOD IND,031007,Manufacture of Other Food Products,"13,216,400","33,263,450,000","2,500",KRW,625
018680,SEOUL PHARMA,032102,Manufacture of Medicaments,"7,117,991","3,558,995,500",500,KRW,447
021050,SEOWON,032403,Cast of Metals,"27,974,590","13,987,295,000",500,KRW,883
007860,SEOYON,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","22,485,004","11,242,502,000",500,KRW,797
042600,SERONICS,032602,Manufacture of Electronic Components,"12,423,574","6,211,787,000",500,KRW,579
110660,SESHIN BUFFALO,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"6,000,000","3,000,000,000",500,KRW,281
027040,SET,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","60,541,638","30,270,819,000",500,KRW,808
049830,SEUNG IL,033309,Other Manufacturing n.e.c.,"6,132,112","3,066,056,000",500,KRW,184
111610,SEUNGHWA,064201,Site Preparation and Special Trade Construction for Civil Engineering and Buildings,"29,410,009","14,705,004,500",500,KRW,1414
085980,SEWHA P&C,032004,Manufacture of Other Chemical Products,"3,704,100","1,852,050,000",500,KRW,424
091090,SEWON CELLONTECH,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","45,415,594","22,707,797,000",500,KRW,66
021820,SEWON PRECSN IND,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"10,000,000","5,000,000,000",500,KRW,1056
013000,SEWOO GLOBAL,074607,Other Specialized Wholesale,"23,690,705","11,845,352,500",500,KRW,647
100700,SEWOONMEDICAL,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"43,800,000","4,380,000,000",100,KRW,1718
031440,SF,095601,"Restaurants, Bars and Canteens","3,872,480","19,362,400,000","5,000",KRW,1310
056190,SFA,032902,Manufacture of Special-Purpose Machinery,"17,954,380","8,977,190,000",500,KRW,1241
112240,SFC,032202,Manufacture of Plastic Products,"16,464,195","8,232,097,500",500,KRW,390
087220,SFC,032401,Manufacture of Basic Iron and Steel,"32,175,555","16,087,777,500",500,KRW,167
089980,SFTC,032202,Manufacture of Plastic Products,"12,535,414","6,267,707,000",500,KRW,135
001380,SG CHOONGNAM SPINNING,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"41,747,470","20,873,735,000",500,KRW,1118
004060,SG CORPORATION,074608,Wholesale of Non-Specialized Goods,"202,424,960","101,212,480,000",500,KRW,1646
040610,SG&G,084904,Transport of Parcels,"34,087,196","17,043,598,000",500,KRW,1686
049470,SGA,105802,Software Development and Supply,"65,103,283","32,551,641,500",500,KRW,389
002360,SH ENERCHEM,032001,Manufacture of Basic Chemicals,"111,133,730","55,566,865,000",500,KRW,545
052300,SH Holdings,085209,Other Services Allied to Transport Agency,"75,778,597","37,889,298,500",500,KRW,181
016590,SHINDAEYANG PAPR,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","3,869,237","19,346,185,000","5,000",KRW,1358
005450,SHINHAN ENG & CONST,064101,Building Construction,"7,022,839","35,114,195,000","5,000",KRW,1199
055550,SHINHAN FINANCIAL GR,116409,Other Financial Intermediation,"474,199,587","2,370,997,935,000","5,000",KRW,1681
066430,SHINHOO,147509,Other Business Support Services,"17,640,029","8,820,014,500",500,KRW,1627
004080,SHINHUNG,074605,Wholesale of Machinery Equipment and Supplies,"9,600,000","6,733,070,000",500,KRW,864
001770,SHINHWA SILUP,032401,Manufacture of Basic Iron and Steel,"1,214,878","6,074,390,000","5,000",KRW,1012
002700,SHINIL IND,074605,Wholesale of Machinery Equipment and Supplies,"69,461,032","34,730,516,000",500,KRW,91
002870,SHINPOONG PAPR MFG,031701,"Manufacture of Pulp, Paper and Paperboard","3,495,870","17,479,350,000","5,000",KRW,428
019170,SHINPOONG PHARM,032102,Manufacture of Medicaments,"45,218,000","23,709,000,000",500,KRW,303
004170,SHINSEGAE,074701,Retail Sale in Non-Specialized Stores,"9,845,181","49,225,905,000","5,000",KRW,1398
035510,SHINSEGAE I&C,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","1,720,000","8,600,000,000","5,000",KRW,114
031430,SHINSEGAE INTERNATIONAL,074704,"Retail Sale of Textiles, Clothing, Footwear and Leather Goods","7,140,000","35,700,000,000","5,000",KRW,1244
104110,SHINSUNG ENG,032902,Manufacture of Special-Purpose Machinery,"17,626,262","8,813,131,000",500,KRW,546
104120,SHINSUNG FA,032902,Manufacture of Special-Purpose Machinery,"17,626,262","8,813,131,000",500,KRW,547
011930,SHINSUNG SE,032601,Manufacture of Semiconductor,"75,525,800","37,872,900,000",500,KRW,826
005390,SHINSUNG TONGSANG,074607,Other Specialized Wholesale,"143,708,390","71,854,195,000",500,KRW,247
056700,SHINWHA,032202,Manufacture of Plastic Products,"29,135,091","14,567,545,500",500,KRW,1382
009270,SHINWON,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","63,303,370","31,697,055,000",500,KRW,1536
025620,SHINWOO,031501,"Manufacture of Luggage, Footwear and Similar Products","61,884,796","30,942,398,000",500,KRW,722
001720,SHINYOUNG SECU,116601,Activities Auxiliary to Financial Service Activities,"9,386,237","82,200,000,000","5,000",KRW,1100
005800,SHINYOUNG WACOAL,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","900,000","4,500,000,000","5,000",KRW,737
086980,SHOWBOX,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","62,600,000","31,300,000,000",500,KRW,194
099320,SI,033103,"Manufacture of Aircraft, Spacecraft and its Parts","3,659,990","1,829,995,000",500,KRW,1407
065420,SI,074607,Other Specialized Wholesale,"60,049,916","30,024,958,000",500,KRW,25
010280,SICC,106201,"Computer programming, System Integration and Management Services","40,464,034","40,464,034,000","1,000",KRW,967
020710,SIGONG TECH,137302,Specialized Design Services,"20,047,970","10,023,985,000",500,KRW,670
004970,SILLA,010301,Fishing and Gathering of Marine Materials,"16,000,000","8,000,000,000",500,KRW,624
025870,SILLA SG,031002,Processing and Preserving of Fishes and Edible Seaweeds,"4,000,000","2,000,000,000",500,KRW,1111
036710,SIMMTECH,032602,Manufacture of Electronic Components,"33,474,236","16,737,118,000",500,KRW,369
009160,SIMPAC,032902,Manufacture of Special-Purpose Machinery,"29,084,925","14,542,462,500",500,KRW,1001
090730,SIMPAC METALLOY,032401,Manufacture of Basic Iron and Steel,"13,000,000","6,500,000,000",500,KRW,123
029530,SINDOH,032603,Manufacture of Computers and Peripheral Equipment,"10,080,029","50,400,145,000","5,000",KRW,1002
006880,SINGSONGHOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","11,828,858","5,914,429,000",500,KRW,660
138070,SINJIN SM,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"8,972,183","4,486,091,500",500,KRW,801
079660,SJ HP,031007,Manufacture of Other Food Products,"7,160,000","35,800,000,000","5,000",KRW,842
003960,SJDR,031002,Processing and Preserving of Fishes and Edible Seaweeds,"5,960,575","29,802,875,000","5,000",KRW,701
189860,SJEM,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","4,849,390","2,424,695,000",500,KRW,1591
123700,SJM,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"15,604,898","7,802,449,000",500,KRW,1502
025530,SJMH,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","14,934,008","7,467,004,000",500,KRW,724
003600,SK,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","46,961,812","238,608,660,000","5,000",KRW,682
034730,SK C&C,106201,"Computer programming, System Integration and Management Services","44,000,000","10,000,000,000",200,KRW,1462
006120,SK CHEM,032005,Manufacture of Man-Made Fibers,"20,843,047","118,300,860,000","5,000",KRW,1622
066270,SK Comms,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","43,427,530","21,713,765,000",500,KRW,1102
210980,SK D&D,126801,Real Estate Activities with Own or Leased Property,"9,870,000","9,870,000,000","1,000",KRW,1929
018670,SK GAS,074607,Other Specialized Wholesale,"8,796,377","43,981,885,000","5,000",KRW,446
096770,SK Innovation,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","92,465,564","468,569,950,000","5,000",KRW,1284
219550,SK NO.2 SPAC,116601,Activities Auxiliary to Financial Service Activities,"6,350,000","635,000,000",100,KRW,1886
207930,SK No.1 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,500,000","550,000,000",100,KRW,1865
001510,SK SECU,116601,Activities Auxiliary to Financial Service Activities,"320,117,171","162,014,842,500",500,KRW,1194
017670,SK TELECOM,106102,Telecommunications,"80,745,711","44,639,473,000",500,KRW,544
000660,SK hynix,032601,Manufacture of Semiconductor,"728,002,365","3,657,652,050,000","5,000",KRW,1638
014620,SKB,032401,Manufacture of Basic Iron and Steel,"28,600,000","14,300,000,000",500,KRW,958
011790,SKC,032004,Manufacture of Other Chemical Products,"36,761,178","183,805,890,000","5,000",KRW,248
057500,SKC solmics,032602,Manufacture of Electronic Components,"43,173,232","21,586,616,000",500,KRW,95
001740,"SKNetworksCo.,Ltd",074607,Other Specialized Wholesale,"248,187,647","620,753,237,500","2,500",KRW,1144
178920,SKPI,032202,Manufacture of Plastic Products,"29,366,322","14,683,161,000",500,KRW,1610
005850,SL CORP.,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"33,865,090","16,932,545,000",500,KRW,858
048550,SM C&C,147502,Activities of Travel Agencies and Tour Operators and Tourist Assistance Activities,"69,532,552","34,766,276,000",500,KRW,429
007820,SMC,032901,Manufacture of General Purpose Machinery,"15,329,745","7,664,872,500",500,KRW,1777
099440,SMEC,032902,Manufacture of Special-Purpose Machinery,"21,899,580","10,949,790,000",500,KRW,1388
038680,SNET,106201,"Computer programming, System Integration and Management Services","16,075,215","8,037,607,500",500,KRW,1259
051980,SNH,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"18,449,870","9,474,935,000",500,KRW,173
086460,SNP Genetics,137001,Research and Experimental Development On Natural Sciences and Engineering,"1,823,850","911,925,000",500,KRW,330
160600,SNTEK,032902,Manufacture of Special-Purpose Machinery,"6,643,793","3,321,896,500",500,KRW,1585
080000,SNU,032902,Manufacture of Special-Purpose Machinery,"20,433,470","10,216,735,000",500,KRW,761
210610,SOFTCAMP,105802,Software Development and Supply,"1,630,000","815,000,000",500,KRW,1914
032680,SOFTCEN,074605,Wholesale of Machinery Equipment and Supplies,"30,224,705","15,183,781,000",500,KRW,711
052190,SOFTMAX,105802,Software Development and Supply,"6,210,000","3,105,000,000",500,KRW,382
035610,SOLBORN,126801,Real Estate Activities with Own or Leased Property,"27,345,997","13,672,998,500",500,KRW,400
043100,SOLCO,032701,Manufacture of Medical Appliances and Instruments,"64,174,443","32,087,221,500",500,KRW,1701
004430,SONGWON IND,032001,Manufacture of Basic Chemicals,"24,000,000","12,000,000,000",500,KRW,1689
066910,SONOKONG,033304,"Manufacture of Dolls, Toys and Games","21,896,161","10,948,080,500",500,KRW,1215
017550,SOOSAN HVY IND,032902,Manufacture of Special-Purpose Machinery,"50,450,590","25,225,295,000",500,KRW,1789
084180,SOOSUNG,032901,Manufacture of General Purpose Machinery,"8,200,000","4,100,000,000",500,KRW,593
053110,SORIBADA,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","31,400,495","15,700,247,500",500,KRW,150
058610,SPG,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","16,182,026","8,091,013,000",500,KRW,85
003410,SSANGYONG CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","74,660,436","375,639,890,000","5,000",KRW,1113
003620,SSANGYONG MTR,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"137,220,096","686,100,480,000","5,000",KRW,681
046890,SSC,032601,Manufacture of Semiconductor,"58,305,400","29,152,700,000",500,KRW,531
065350,SSDELTATECH,032805,Manufacture of Domestic Appliances,"20,346,698","10,173,349,000",500,KRW,614
047400,SSYMaterials,032302,Manufacture of Ceramic Ware,"42,000,000","21,000,000,000",500,KRW,1016
115570,STARFLEX,032202,Manufacture of Plastic Products,"5,831,681","2,915,840,500",500,KRW,1195
123260,STC,032601,Manufacture of Semiconductor,"8,327,769","4,163,884,500",500,KRW,1832
052020,STCUBE,032602,Manufacture of Electronic Components,"22,316,321","11,158,160,500",500,KRW,387
039440,STI,032902,Manufacture of Special-Purpose Machinery,"12,485,670","6,242,835,000",500,KRW,1478
098660,STO,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","8,375,026","4,187,513,000",500,KRW,1397
036540,STS S&T,032601,Manufacture of Semiconductor,"69,763,481","35,139,040,500",500,KRW,386
011810,STX,074608,Wholesale of Non-Specialized Goods,"29,845,260","74,613,150,000","2,500",KRW,890
077970,STX Engine,032901,Manufacture of General Purpose Machinery,"23,008,904","57,522,260,000","2,500",KRW,677
071970,STX Heavy Industries,032901,Manufacture of General Purpose Machinery,"22,325,027","55,812,567,500","2,500",KRW,325
008490,SUHEUNG,032004,Manufacture of Other Chemical Products,"11,569,113","6,084,556,500",500,KRW,1825
003100,SUN KWANG,085209,Other Services Allied to Transport Agency,"6,600,000","6,600,000,000","1,000",KRW,1170
116100,SUN-MC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"6,239,986","3,119,993,000",500,KRW,1216
002820,SUNCHANG,031602,Manufacture of Wood Products,"12,428,168","12,428,168,000","1,000",KRW,691
003080,SUNGBO CHEM,032004,Manufacture of Other Chemical Products,"2,002,000","10,010,000,000","5,000",KRW,1409
037350,SUNGDO ENG,137201,"Architectural, Engineering and Related Technical Services","15,370,000","7,685,000,000",500,KRW,207
043260,SUNGHO,032602,Manufacture of Electronic Components,"29,506,142","14,753,071,000",500,KRW,1473
005980,SUNGJEE CONST,064102,Heavy Construction,"9,746,620","48,733,100,000","5,000",KRW,1756
014910,SUNGMOON ELEC,032602,Manufacture of Electronic Components,"15,088,035","7,844,017,500",500,KRW,961
004980,SUNGSHIN CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","23,528,636","126,109,360,000","5,000",KRW,1127
081580,SUNGWOOELEC,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"14,600,000","7,300,000,000",500,KRW,319
045300,SUNGWOOTECH,032602,Manufacture of Electronic Components,"7,978,687","3,989,343,500",500,KRW,1312
136490,SUNJIN,031008,Manufacture of Livestock Feeds and Prepared Animal Feeds,"8,140,000","4,070,000,000",500,KRW,1192
004770,SUNNY ELEC,032601,Manufacture of Semiconductor,"26,460,000","14,180,000,000",500,KRW,685
217320,SUNTECH,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","1,050,000","525,000,000",500,KRW,1880
015750,SW HITECH,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"60,000,000","30,000,000,000",500,KRW,777
093920,SWIT,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"18,600,000","9,300,000,000",500,KRW,1421
194860,SY Innovation,032202,Manufacture of Plastic Products,"2,460,000","1,230,000,000",500,KRW,1874
145990,SYC,031007,Manufacture of Other Food Products,"6,136,619","31,506,495,000","5,000",KRW,1876
054540,SYMTEK,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","13,544,827","6,772,413,500",500,KRW,1037
009300,Sam-A Pharm.,032102,Manufacture of Medicaments,"6,370,000","6,370,000,000","1,000",KRW,906
032280,SamIl,084903,Road Freight Transport,"14,698,439","14,698,439,000","1,000",KRW,1245
032750,Samjin,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"6,000,000","3,000,000,000",500,KRW,1720
014970,Samryoong,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","15,125,000","7,562,500,000",500,KRW,1435
000830,Samsung C&T,074607,Other Specialized Wholesale,"156,217,764","804,332,085,000","5,000",KRW,1080
082660,SamwooEms,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,046,192","5,523,096,000",500,KRW,323
000070,Samyang Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","8,564,271","44,341,645,000","5,000",KRW,866
065570,Samyung ENC,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"8,800,000","4,400,000,000",500,KRW,1527
143240,SaraminHR,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","11,634,263","5,817,131,500",500,KRW,1764
003060,Schnell Biopharmaceuticals,032102,Manufacture of Medicaments,"160,779,894","80,389,947,000",500,KRW,1122
019440,SeAH SPECIAL STEEL,032401,Manufacture of Basic Iron and Steel,"8,570,000","42,850,000,000","5,000",KRW,480
135270,Sejong Materials,032402,Manufacture of Basic Precious and Non-ferrous Metals,"3,650,000","1,825,000,000",500,KRW,274
214310,Semicon Light,032601,Manufacture of Semiconductor,"5,202,500","2,601,250,000",500,KRW,1904
136510,Semisysco,032902,Manufacture of Special-Purpose Machinery,"5,400,000","2,700,000,000",500,KRW,669
017510,SemyungElec,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"15,246,000","7,623,000,000",500,KRW,885
006730,Seobu T&D,074608,Wholesale of Non-Specialized Goods,"34,332,265","17,166,132,500",500,KRW,741
011370,Seohan,064101,Building Construction,"100,894,865","50,447,432,500",500,KRW,956
065710,Seoho,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","5,150,000","2,575,000,000",500,KRW,1683
079650,Seosan,032303,"Manufacture of Cement, Lime and Plaster and Its Products","400,000","2,000,000,000","5,000",KRW,751
038070,SeouLin,074607,Other Specialized Wholesale,"5,607,434","2,803,717,000",500,KRW,886
063170,SeoulAuction,074601,Wholesale on a Fee or Contract Basis,"16,917,500","8,458,750,000",500,KRW,1534
024830,SewonCorp,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"8,350,000","4,175,000,000",500,KRW,467
096690,Sewoo Tech,032603,Manufacture of Computers and Peripheral Equipment,"10,000,000","5,000,000,000",500,KRW,1278
187270,Shin Hwa Contech,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","7,469,661","3,734,830,500",500,KRW,1603
086830,ShinYang,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"19,709,839","16,354,919,500",500,KRW,174
203650,Shinhan 2nd SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,500,000","550,000,000",100,KRW,1809
012790,Shinil Pharm,032102,Manufacture of Medicaments,"7,900,000","3,950,000,000",500,KRW,665
034300,Shinsegae E&C,064101,Building Construction,"4,000,000","20,000,000,000","5,000",KRW,1293
017000,ShinwonConst,064101,Building Construction,"10,068,027","52,989,616,000","5,000",KRW,483
033170,Signetics,032601,Manufacture of Semiconductor,"85,728,319","42,864,159,500",500,KRW,716
108320,Silicon Works,032601,Manufacture of Semiconductor,"16,264,300","8,132,150,000",500,KRW,254
001000,SillaTextile,126801,Real Estate Activities with Own or Leased Property,"4,855,508","2,427,754,000",500,KRW,1217
054920,SoftForum,105802,Software Development and Supply,"11,840,000","5,920,000,000",500,KRW,139
070300,Solacia,105802,Software Development and Supply,"6,166,074","3,083,037,000",500,KRW,1532
050890,Solid,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"21,475,406","10,737,703,000",500,KRW,199
222520,Soltworks,105802,Software Development and Supply,"2,480,000","1,240,000,000",500,KRW,1917
154040,Solueta,032602,Manufacture of Electronic Components,"11,026,516","5,513,258,000",500,KRW,1791
036830,Soulbrain,032004,Manufacture of Other Chemical Products,"16,563,161","8,281,580,500",500,KRW,366
013810,Speco,032902,Manufacture of Special-Purpose Machinery,"13,818,790","6,909,395,000",500,KRW,1785
192440,Spigen Korea,033309,Other Manufacturing n.e.c.,"6,216,363","3,108,181,500",500,KRW,1594
039670,Sports Seoul,105801,"Publishing of Books, Magazines and Other Publications","20,293,265","10,146,632,500",500,KRW,1697
032860,Steel & Resources,053803,Recovery of Metal and Non-Metal Waste and Scrap,"75,148,335","37,574,167,500",500,KRW,347
051170,Suncore,032901,Manufacture of General Purpose Machinery,"25,661,108","12,830,554,000",500,KRW,191
123420,SundayToz,105802,Software Development and Supply,"32,253,838","3,225,383,800",100,KRW,1483
185190,Suppro,074602,Wholesale of Agricultural Raw Materials and Live Animals,"3,325,450","1,662,725,000",500,KRW,1614
